0,1,2,3,4,chunk_id,source_file,city
File#,Violation,Address,Open Date,Status,4,wilton_Code_Violation_to_March_2024-30p.json,Wilton Manor
24-000002,Building Safety Inspection Program.,2607 NE 8 Avenue # 22,01/02/2024,Closed,4,wilton_Code_Violation_to_March_2024-30p.json,Wilton Manor
24-000021,Building Safety Inspection Program.,2607 NE 8 Avenue # 36,01/02/2024,Closed,4,wilton_Code_Violation_to_March_2024-30p.json,Wilton Manor
24-000014,Building Safety Inspection Program.,2607 NE 8 Avenue # 32,01/02/2024,Closed,4,wilton_Code_Violation_to_March_2024-30p.json,Wilton Manor
24-000003,Building Safety Inspection Program.,2607 NE 8 Avenue # 23,01/02/2024,Closed,4,wilton_Code_Violation_to_March_2024-30p.json,Wilton Manor
24-000004,Building Safety Inspection Program.,2607 NE 8 Avenue # 24,01/02/2024,Closed,4,wilton_Code_Violation_to_March_2024-30p.json,Wilton Manor
24-000015,Building Safety Inspection Program.,2607 NE 8 Avenue # 33,01/02/2024,Closed,4,wilton_Code_Violation_to_March_2024-30p.json,Wilton Manor
24-000008,Required Permit Approvals - building permit,2301 WILTON Drive,01/02/2024,Closed,4,wilton_Code_Violation_to_March_2024-30p.json,Wilton Manor
24-003842,Building Safety Inspection Program.,2607 NE 8 Avenue # 19,01/02/2024,Closed,4,wilton_Code_Violation_to_March_2024-30p.json,Wilton Manor
24-003843,Building Safety Inspection Program.,2607 NE 8 Avenue # 20,01/02/2024,Closed,4,wilton_Code_Violation_to_March_2024-30p.json,Wilton Manor
24-000005,Building Safety Inspection Program.,2607 NE 8 Avenue # 25,01/02/2024,Closed,4,wilton_Code_Violation_to_March_2024-30p.json,Wilton Manor
24-003841,Building Safety Inspection Program.,2607 NE 8 Avenue # 17,01/02/2024,Closed,4,wilton_Code_Violation_to_March_2024-30p.json,Wilton Manor
24-000011,Building Safety Inspection Program.,2607 NE 8 Avenue # 29,01/02/2024,Closed,4,wilton_Code_Violation_to_March_2024-30p.json,Wilton Manor
24-000009,Building Safety Inspection Program.,2607 NE 8 Avenue # 28,01/02/2024,Closed,4,wilton_Code_Violation_to_March_2024-30p.json,Wilton Manor
24-000013,Building Safety Inspection Program.,2607 NE 8 Avenue # 31,01/02/2024,Closed,4,wilton_Code_Violation_to_March_2024-30p.json,Wilton Manor
24-000017,Building Safety Inspection Program.,2607 NE 8 Avenue # 34,01/02/2024,Closed,4,wilton_Code_Violation_to_March_2024-30p.json,Wilton Manor
24-000012,Building Safety Inspection Program.,2607 NE 8 Avenue # 30,01/02/2024,Closed,4,wilton_Code_Violation_to_March_2024-30p.json,Wilton Manor
24-000007,Building Safety Inspection Program.,2607 NE 8 Avenue # 27,01/02/2024,Closed,9,wilton_Code_Violation_to_March_2024-30p.json,Wilton Manor
24-000006,Building Safety Inspection Program.,2607 NE 8 Avenue # 26,01/02/2024,Closed,9,wilton_Code_Violation_to_March_2024-30p.json,Wilton Manor
24-000001,Building Safety Inspection Program.,2607 NE 8 Avenue # 21,01/02/2024,Closed,9,wilton_Code_Violation_to_March_2024-30p.json,Wilton Manor
24-000019,Building Safety Inspection Program.,2607 NE 8 Avenue # 35,01/02/2024,Closed,9,wilton_Code_Violation_to_March_2024-30p.json,Wilton Manor
24-000020,Dumping in drains,416 NW 24 Street,01/02/2024,Closed,9,wilton_Code_Violation_to_March_2024-30p.json,Wilton Manor
24-000034,Building Safety Inspection Program.,2607 NE 8 Avenue # 46,01/03/2024,Closed,9,wilton_Code_Violation_to_March_2024-30p.json,Wilton Manor
24-000045,Building Safety Inspection Program.,2607 NE 8 Avenue # 54,01/03/2024,Closed,9,wilton_Code_Violation_to_March_2024-30p.json,Wilton Manor
24-000052,Building Safety Inspection Program.,2607 NE 8 Avenue # 59,01/03/2024,Closed,9,wilton_Code_Violation_to_March_2024-30p.json,Wilton Manor
24-000049,Building Safety Inspection Program.,2607 NE 8 Avenue # 57,01/03/2024,Closed,9,wilton_Code_Violation_to_March_2024-30p.json,Wilton Manor
24-000033,Building Safety Inspection Program.,2607 NE 8 Avenue # 45,01/03/2024,Closed,9,wilton_Code_Violation_to_March_2024-30p.json,Wilton Manor
24-000044,Building Safety Inspection Program.,2607 NE 8 Avenue # 53,01/03/2024,Closed,9,wilton_Code_Violation_to_March_2024-30p.json,Wilton Manor
24-000041,Building Safety Inspection Program.,2607 NE 8 Avenue # 50,01/03/2024,Closed,9,wilton_Code_Violation_to_March_2024-30p.json,Wilton Manor
24-000042,Building Safety Inspection Program.,2607 NE 8 Avenue # 51,01/03/2024,Closed,9,wilton_Code_Violation_to_March_2024-30p.json,Wilton Manor
24-000046,Building Safety Inspection Program.,2607 NE 8 Avenue # 55,01/03/2024,Closed,9,wilton_Code_Violation_to_March_2024-30p.json,Wilton Manor
24-000029,Building Safety Inspection Program.,2607 NE 8 Avenue # 42,01/03/2024,Closed,9,wilton_Code_Violation_to_March_2024-30p.json,Wilton Manor
24-000023,Building Safety Inspection Program.,2607 NE 8 Avenue # 37,01/03/2024,Closed,9,wilton_Code_Violation_to_March_2024-30p.json,Wilton Manor
24-000048,Building Safety Inspection Program.,2607 NE 8 Avenue # 56,01/03/2024,Closed,9,wilton_Code_Violation_to_March_2024-30p.json,Wilton Manor
24-000031,Building Safety Inspection Program.,2607 NE 8 Avenue # 44,01/03/2024,Closed,9,wilton_Code_Violation_to_March_2024-30p.json,Wilton Manor
24-000035,Building Safety Inspection Program.,2607 NE 8 Avenue # 47,01/03/2024,Closed,9,wilton_Code_Violation_to_March_2024-30p.json,Wilton Manor
24-000030,Building Safety Inspection Program.,2607 NE 8 Avenue # 43,01/03/2024,Closed,14,wilton_Code_Violation_to_March_2024-30p.json,Wilton Manor
24-000050,Building Safety Inspection Program.,2607 NE 8 Avenue # 58,01/03/2024,Closed,14,wilton_Code_Violation_to_March_2024-30p.json,Wilton Manor
24-000032,Outdoor Storage,2468 WILTON Drive,01/03/2024,Open,14,wilton_Code_Violation_to_March_2024-30p.json,Wilton Manor
24-000032,Prohibited outside display of merchandise,2468 WILTON Drive,01/03/2024,Open,14,wilton_Code_Violation_to_March_2024-30p.json,Wilton Manor
24-000032,General Special Events Permit,2468 WILTON Drive,01/03/2024,Open,14,wilton_Code_Violation_to_March_2024-30p.json,Wilton Manor
24-000032,Permit requirements. Special Events,2468 WILTON Drive,01/03/2024,Open,14,wilton_Code_Violation_to_March_2024-30p.json,Wilton Manor
24-000028,Outdoor Storage,2440 WILTON Drive,01/03/2024,Open,14,wilton_Code_Violation_to_March_2024-30p.json,Wilton Manor
24-000028,Required Permit Approvals - building permit,2440 WILTON Drive,01/03/2024,Open,14,wilton_Code_Violation_to_March_2024-30p.json,Wilton Manor
24-000028,General Special Events Permit,2440 WILTON Drive,01/03/2024,Open,14,wilton_Code_Violation_to_March_2024-30p.json,Wilton Manor
24-000028,Permit requirements. Special Events,2440 WILTON Drive,01/03/2024,Open,14,wilton_Code_Violation_to_March_2024-30p.json,Wilton Manor
24-000027,Building Safety Inspection Program.,2607 NE 8 Avenue # 41,01/03/2024,Closed,14,wilton_Code_Violation_to_March_2024-30p.json,Wilton Manor
24-000059,Building Safety Inspection Program.,1951 NE 2 Avenue APT 101-1,01/03/2024,Closed,14,wilton_Code_Violation_to_March_2024-30p.json,Wilton Manor
24-000058,Building Safety Inspection Program.,2607 NE 8 Avenue # 64,01/03/2024,Closed,14,wilton_Code_Violation_to_March_2024-30p.json,Wilton Manor
24-000056,Building Safety Inspection Program.,2607 NE 8 Avenue # 62,01/03/2024,Closed,14,wilton_Code_Violation_to_March_2024-30p.json,Wilton Manor
24-000053,Building Safety Inspection Program.,2607 NE 8 Avenue # 60,01/03/2024,Closed,14,wilton_Code_Violation_to_March_2024-30p.json,Wilton Manor
24-000039,Building Safety Inspection Program.,2607 NE 8 Avenue # 49,01/03/2024,Closed,14,wilton_Code_Violation_to_March_2024-30p.json,Wilton Manor
24-000026,Building Safety Inspection Program.,2607 NE 8 Avenue # 40,01/03/2024,Closed,14,wilton_Code_Violation_to_March_2024-30p.json,Wilton Manor
24-000055,Building Safety Inspection Program.,2607 NE 8 Avenue # 61,01/03/2024,Closed,14,wilton_Code_Violation_to_March_2024-30p.json,Wilton Manor
24-000043,Building Safety Inspection Program.,2607 NE 8 Avenue # 52,01/03/2024,Closed,14,wilton_Code_Violation_to_March_2024-30p.json,Wilton Manor
24-000025,Building Safety Inspection Program.,2607 NE 8 Avenue # 39,01/03/2024,Closed,19,wilton_Code_Violation_to_March_2024-30p.json,Wilton Manor
24-000037,Building Safety Inspection Program.,2607 NE 8 Avenue # 48,01/03/2024,Closed,19,wilton_Code_Violation_to_March_2024-30p.json,Wilton Manor
24-000024,Building Safety Inspection Program.,2607 NE 8 Avenue # 38,01/03/2024,Closed,19,wilton_Code_Violation_to_March_2024-30p.json,Wilton Manor
24-000061,Building Safety Inspection Program.,1951 NE 2 Avenue APT 103-1,01/03/2024,Closed,19,wilton_Code_Violation_to_March_2024-30p.json,Wilton Manor
24-000057,Building Safety Inspection Program.,2607 NE 8 Avenue # 63,01/03/2024,Closed,19,wilton_Code_Violation_to_March_2024-30p.json,Wilton Manor
24-000060,Building Safety Inspection Program.,1951 NE 2 Avenue APT 102-I,01/03/2024,Closed,19,wilton_Code_Violation_to_March_2024-30p.json,Wilton Manor
24-000098,Building Safety Inspection Program.,1951 NE 2 Avenue UNIT 205 I,01/08/2024,Closed,19,wilton_Code_Violation_to_March_2024-30p.json,Wilton Manor
24-000079,Building Safety Inspection Program.,1951 NE 2 Avenue UNIT 108-I,01/08/2024,Closed,19,wilton_Code_Violation_to_March_2024-30p.json,Wilton Manor
24-000087,Building Safety Inspection Program.,1951 NE 2 Avenue UNIT 115-I,01/08/2024,Closed,19,wilton_Code_Violation_to_March_2024-30p.json,Wilton Manor
24-000074,Building Safety Inspection Program.,1951 NE 2 Avenue UNIT 105-I,01/08/2024,Closed,19,wilton_Code_Violation_to_March_2024-30p.json,Wilton Manor
24-000105,Building Safety Inspection Program.,2607 NE 8 Avenue UNITS 1-64,01/08/2024,Closed,19,wilton_Code_Violation_to_March_2024-30p.json,Wilton Manor
24-000088,Building Safety Inspection Program.,1951 NE 2 Avenue UNIT 116-1,01/08/2024,Closed,19,wilton_Code_Violation_to_March_2024-30p.json,Wilton Manor
24-000099,Required Permit Approvals - building permit,2633 NE 6 Avenue,01/08/2024,Open,19,wilton_Code_Violation_to_March_2024-30p.json,Wilton Manor
24-000082,Building Safety Inspection Program.,1951 NE 2 Avenue UNIT 111-1,01/08/2024,Closed,19,wilton_Code_Violation_to_March_2024-30p.json,Wilton Manor
24-000095,Building Safety Inspection Program.,1951 NE 2 Avenue UNIT 203 I,01/08/2024,Closed,19,wilton_Code_Violation_to_March_2024-30p.json,Wilton Manor
24-000103,Building Safety Inspection Program.,1951 NE 2 Avenue UNIT 209 I,01/08/2024,Closed,19,wilton_Code_Violation_to_March_2024-30p.json,Wilton Manor
24-000080,Building Safety Inspection Program.,1951 NE 2 Avenue UNIT 109-1,01/08/2024,Closed,19,wilton_Code_Violation_to_March_2024-30p.json,Wilton Manor
24-000092,Building Safety Inspection Program.,1951 NE 2 Avenue UNIT 118-1,01/08/2024,Closed,19,wilton_Code_Violation_to_March_2024-30p.json,Wilton Manor
24-000104,Building Safety Inspection Program.,1951 NE 2 Avenue UNIT 210-1,01/08/2024,Closed,19,wilton_Code_Violation_to_March_2024-30p.json,Wilton Manor
24-000073,Building Safety Inspection Program.,1951 NE 2 Avenue UNIT 104-I,01/08/2024,Closed,24,wilton_Code_Violation_to_March_2024-30p.json,Wilton Manor
24-000081,Building Safety Inspection Program.,1951 NE 2 Avenue UNIT 110I,01/08/2024,Closed,24,wilton_Code_Violation_to_March_2024-30p.json,Wilton Manor
24-000086,Building Safety Inspection Program.,1951 NE 2 Avenue UNIT 114-I,01/08/2024,Closed,24,wilton_Code_Violation_to_March_2024-30p.json,Wilton Manor
24-000100,Building Safety Inspection Program.,1951 NE 2 Avenue UNIT206-I,01/08/2024,Closed,24,wilton_Code_Violation_to_March_2024-30p.json,Wilton Manor
24-000076,Building Safety Inspection Program.,1951 NE 2 Avenue UNIT 106-I,01/08/2024,Closed,24,wilton_Code_Violation_to_March_2024-30p.json,Wilton Manor
24-000090,Building Safety Inspection Program.,1951 NE 2 Avenue UNIT 117-1,01/08/2024,Closed,24,wilton_Code_Violation_to_March_2024-30p.json,Wilton Manor
24-000097,Landscape maintenance,409 NE 26 Drive,01/08/2024,Closed,24,wilton_Code_Violation_to_March_2024-30p.json,Wilton Manor
24-000097,"General Prohibitions (sidewalk, swale, etc.)",409 NE 26 Drive,01/08/2024,Closed,24,wilton_Code_Violation_to_March_2024-30p.json,Wilton Manor
24-000102,Building Safety Inspection Program.,1951 NE 2 Avenue UNIT 208-1,01/08/2024,Closed,24,wilton_Code_Violation_to_March_2024-30p.json,Wilton Manor
24-000101,Building Safety Inspection Program.,1951 NE 2 Avenue UNIT 207-1,01/08/2024,Closed,24,wilton_Code_Violation_to_March_2024-30p.json,Wilton Manor
24-000094,Building Safety Inspection Program.,1951 NE 2 Avenue UNIT 202-1,01/08/2024,Closed,24,wilton_Code_Violation_to_March_2024-30p.json,Wilton Manor
24-000077,Building Safety Inspection Program.,1951 NE 2 Avenue UNIT 107-1,01/08/2024,Closed,24,wilton_Code_Violation_to_March_2024-30p.json,Wilton Manor
24-000093,Building Safety Inspection Program.,1951 NE 2 Avenue UNIT 201-1,01/08/2024,Closed,24,wilton_Code_Violation_to_March_2024-30p.json,Wilton Manor
24-000096,Building Safety Inspection Program.,1951 NE 2 Avenue UNIT 204-1,01/08/2024,Closed,24,wilton_Code_Violation_to_March_2024-30p.json,Wilton Manor
24-000083,Building Safety Inspection Program.,1951 NE 2 Avenue UNIT 112 I,01/08/2024,Closed,24,wilton_Code_Violation_to_March_2024-30p.json,Wilton Manor
24-000126,Building Safety Inspection Program.,1940 NE 2 Avenue UNIT 105-J,01/09/2024,Closed,24,wilton_Code_Violation_to_March_2024-30p.json,Wilton Manor
24-000118,Building Safety Inspection Program.,1940 NE 2 Avenue UNIT 102-J,01/09/2024,Closed,24,wilton_Code_Violation_to_March_2024-30p.json,Wilton Manor
24-000116,Building Safety Inspection Program.,1940 NE 2 Avenue UNIT 101-J,01/09/2024,Closed,24,wilton_Code_Violation_to_March_2024-30p.json,Wilton Manor
24-000111,Building Safety Inspection Program.,1951 NE 2 Avenue UNIT 216-1,01/09/2024,Closed,24,wilton_Code_Violation_to_March_2024-30p.json,Wilton Manor
24-000130,Building Safety Inspection Program.,1940 NE 2 Avenue UNIT 108-J,01/09/2024,Closed,29,wilton_Code_Violation_to_March_2024-30p.json,Wilton Manor
24-000113,Building Safety Inspection Program.,1951 NE 2 Avenue UNIT 218-I,01/09/2024,Closed,29,wilton_Code_Violation_to_March_2024-30p.json,Wilton Manor
24-000131,Building Safety Inspection Program.,1940 NE 2 Avenue UNIT 109-J,01/09/2024,Closed,29,wilton_Code_Violation_to_March_2024-30p.json,Wilton Manor
24-000128,Building Safety Inspection Program.,1940 NE 2 Avenue UNIT 106-J,01/09/2024,Closed,29,wilton_Code_Violation_to_March_2024-30p.json,Wilton Manor
24-000125,Building Safety Inspection Program.,1940 NE 2 Avenue UNIT 104-J,01/09/2024,Closed,29,wilton_Code_Violation_to_March_2024-30p.json,Wilton Manor
24-000112,Building Safety Inspection Program.,1951 NE 2 Avenue UNIT 217-I,01/09/2024,Closed,29,wilton_Code_Violation_to_March_2024-30p.json,Wilton Manor
24-000107,Building Safety Inspection Program.,1951 NE 2 Avenue UNIT 211-I,01/09/2024,Closed,29,wilton_Code_Violation_to_March_2024-30p.json,Wilton Manor
24-000109,Building Safety Inspection Program.,1951 NE 2 Avenue UNIT 214-I,01/09/2024,Closed,29,wilton_Code_Violation_to_March_2024-30p.json,Wilton Manor
24-000108,Building Safety Inspection Program.,1951 NE 2 Avenue UNIT 212-I,01/09/2024,Closed,29,wilton_Code_Violation_to_March_2024-30p.json,Wilton Manor
24-000110,Building Safety Inspection Program.,1951 NE 2 Avenue UNIT 215-I,01/09/2024,Closed,29,wilton_Code_Violation_to_March_2024-30p.json,Wilton Manor
24-000129,Building Safety Inspection Program.,1940 NE 2 Avenue UNIT 107-J,01/09/2024,Closed,29,wilton_Code_Violation_to_March_2024-30p.json,Wilton Manor
24-000119,Building Safety Inspection Program.,1940 NE 2 Avenue UNIT 103-J,01/09/2024,Closed,29,wilton_Code_Violation_to_March_2024-30p.json,Wilton Manor
24-000135,Building Safety Inspection Program.,1940 NE 2 Avenue UNIT 110-J,01/10/2024,Closed,29,wilton_Code_Violation_to_March_2024-30p.json,Wilton Manor
24-000136,Building Safety Inspection Program.,1940 NE 2 Avenue UNIT 111-J,01/10/2024,Closed,29,wilton_Code_Violation_to_March_2024-30p.json,Wilton Manor
24-000137,Building Safety Inspection Program.,"320 NE 19 CT MANOR GROVE VILLAGE 4 BLDGS I,J,K,L,M,N,",01/10/2024,Closed,29,wilton_Code_Violation_to_March_2024-30p.json,Wilton Manor
24-000145,Building Safety Inspection Program.,1940 NE 2 Avenue UNIT 117-J,01/10/2024,Closed,29,wilton_Code_Violation_to_March_2024-30p.json,Wilton Manor
24-000139,Building Safety Inspection Program.,1940 NE 2 Avenue UNIT 114 J,01/10/2024,Closed,29,wilton_Code_Violation_to_March_2024-30p.json,Wilton Manor
24-000144,Building Safety Inspection Program.,1940 NE 2 Avenue UNIT 116-J,01/10/2024,Closed,29,wilton_Code_Violation_to_March_2024-30p.json,Wilton Manor
24-000140,Building Safety Inspection Program.,1940 NE 2 Avenue UNIT 115 J,01/10/2024,Closed,29,wilton_Code_Violation_to_March_2024-30p.json,Wilton Manor
24-000138,Building Safety Inspection Program.,1940 NE 2 Avenue UNIT 112-J,01/10/2024,Closed,34,wilton_Code_Violation_to_March_2024-30p.json,Wilton Manor
24-000162,Building Safety Inspection Program.,1940 NE 2 Avenue UNIT 205-J,01/11/2024,Closed,34,wilton_Code_Violation_to_March_2024-30p.json,Wilton Manor
24-000161,Building Safety Inspection Program.,1940 NE 2 Avenue UNIT 204-J,01/11/2024,Closed,34,wilton_Code_Violation_to_March_2024-30p.json,Wilton Manor
24-000164,Building Safety Inspection Program.,1940 NE 2 Avenue UNIT 207-J,01/11/2024,Closed,34,wilton_Code_Violation_to_March_2024-30p.json,Wilton Manor
24-000163,Building Safety Inspection Program.,1940 NE 2 Avenue UNIT 206-J,01/11/2024,Closed,34,wilton_Code_Violation_to_March_2024-30p.json,Wilton Manor
24-000159,Building Safety Inspection Program.,1940 NE 2 Avenue UNIT 202-J,01/11/2024,Closed,34,wilton_Code_Violation_to_March_2024-30p.json,Wilton Manor
24-000167,Building Safety Inspection Program.,1940 NE 2 Avenue UNIT 209-J,01/11/2024,Closed,34,wilton_Code_Violation_to_March_2024-30p.json,Wilton Manor
24-000160,Building Safety Inspection Program.,1940 NE 2 Avenue UNIT 203-J,01/11/2024,Closed,34,wilton_Code_Violation_to_March_2024-30p.json,Wilton Manor
24-000157,Building Safety Inspection Program.,1940 NE 2 Avenue UNIT 201-J,01/11/2024,Closed,34,wilton_Code_Violation_to_March_2024-30p.json,Wilton Manor
24-000156,Building Safety Inspection Program.,1940 NE 2 Avenue UNIT 118-J,01/11/2024,Closed,34,wilton_Code_Violation_to_March_2024-30p.json,Wilton Manor
24-000166,Building Safety Inspection Program.,1940 NE 2 Avenue UNIT 208-J,01/11/2024,Closed,34,wilton_Code_Violation_to_March_2024-30p.json,Wilton Manor
24-000193,Building Safety Inspection Program.,1940 NE 2 Avenue UNIT 210-J,01/16/2024,Closed,34,wilton_Code_Violation_to_March_2024-30p.json,Wilton Manor
24-000200,Building Safety Inspection Program.,1940 NE 2 Avenue UNIT 216-J,01/16/2024,Closed,34,wilton_Code_Violation_to_March_2024-30p.json,Wilton Manor
24-000205,Local Business Tax Receipts,102 NE 29 Street,01/16/2024,Closed,34,wilton_Code_Violation_to_March_2024-30p.json,Wilton Manor
24-000191,Code Out - No Violation/Misc./Referred/Unfounded,2660 NE 8 Avenue 219,01/16/2024,Closed,34,wilton_Code_Violation_to_March_2024-30p.json,Wilton Manor
24-000197,Building Safety Inspection Program.,1940 NE 2 Avenue UNIT 214-J,01/16/2024,Closed,34,wilton_Code_Violation_to_March_2024-30p.json,Wilton Manor
24-000203,Building Safety Inspection Program.,1940 NE 2 Avenue UNIT 218-J,01/16/2024,Closed,34,wilton_Code_Violation_to_March_2024-30p.json,Wilton Manor
24-000190,Code Out - No Violation/Misc./Referred/Unfounded,1901 North ANDREWS Avenue 206,01/16/2024,Closed,34,wilton_Code_Violation_to_March_2024-30p.json,Wilton Manor
24-000195,Building Safety Inspection Program.,1940 NE 2 Avenue UNIT212-J,01/16/2024,Closed,34,wilton_Code_Violation_to_March_2024-30p.json,Wilton Manor
24-000201,"Screens, shutters and awnings.",2312 WILTON Drive,01/16/2024,Open,39,wilton_Code_Violation_to_March_2024-30p.json,Wilton Manor
24-000201,Sign - prohibited Snipe signs,2312 WILTON Drive,01/16/2024,Open,39,wilton_Code_Violation_to_March_2024-30p.json,Wilton Manor
24-000202,Building Safety Inspection Program.,1940 NE 2 Avenue UNIT 217-J,01/16/2024,Closed,39,wilton_Code_Violation_to_March_2024-30p.json,Wilton Manor
24-000194,Building Safety Inspection Program.,1940 NE 2 Avenue UNIT 211-J,01/16/2024,Closed,39,wilton_Code_Violation_to_March_2024-30p.json,Wilton Manor
24-000199,Building Safety Inspection Program.,1940 NE 2 Avenue UNIT 215-J,01/16/2024,Closed,39,wilton_Code_Violation_to_March_2024-30p.json,Wilton Manor
24-000187,Local Business Tax Receipts,500 NE 24 Street,01/16/2024,Closed,39,wilton_Code_Violation_to_March_2024-30p.json,Wilton Manor
24-000207,Building Safety Inspection Program.,351 NE 19 Place UNIT 101-K,01/17/2024,Closed,39,wilton_Code_Violation_to_March_2024-30p.json,Wilton Manor
24-000208,Building Safety Inspection Program.,351 NE 19 Place UNIT 102-K,01/17/2024,Closed,39,wilton_Code_Violation_to_March_2024-30p.json,Wilton Manor
24-000211,Building Safety Inspection Program.,351 NE 19 Place UNIT104-K,01/17/2024,Closed,39,wilton_Code_Violation_to_March_2024-30p.json,Wilton Manor
24-000214,Building Safety Inspection Program.,3002 NE 5 Terrace BUILDING B,01/17/2024,Open,39,wilton_Code_Violation_to_March_2024-30p.json,Wilton Manor
